col_no,pos_fr_rd,treatment,time_point,date,action,reorg_or_removed_box,numerical_trt,gross_wt_lbs,bip_style_fob,hobo_no,hobo_sensor_status_30_Sep,logger_connection_issue,end_of_file_issue,rh_sensor_propolis,water_amt_0-3,oct1_feeder_type,cups_fed,aec_towel_perc_remaining,time,q_status,q_event,brd_pattern,remove,notes,col_hist,location_on_9-19,date_brd_inspection_wax_virus,date_brd_exam,viral_sample_tf,wax_sample_tf,alc_sample_tf,alc_jar_no,mites_recov_3_washes,extra_mites_by_2-clear_rinses,mites_recov_total,gm_wt_100_bees,gm_wt_total_bee_sample,est_bee_num_by_wt,perc_phoretic_mites_by_weight,date_brd_pattern_assessed,disorders,dr_brood_exam_tf,dr_infested_num,dr_exhumed_num,wk_brood_exam_tf,infested_in_first_200_cells_num,extra_wk_infested_num,extra_wk_exhumed_num,dwv_num_sides_obs,dwv_tf,cdb_num_sides_obs,prev_bees_tot_sides,prev_cap_brd_tot_sides,prev_dr_capbrd_tot_sides,prev_honey_tot_sides,prev_pollen_tot_sides,prev_wk_capbrd_tot_sides,cap_brd_tot_sides_rm,dr_capbrd_tot_sides_rm,honey_tot_sides_removed,pollen_tot_sides_removed,bees_tot_sides,cap_brd_tot_sides,dr_capbrd_tot_sides,honey_tot_sides,pollen_tot_sides,wk_capbrd_tot_sides,est_sides_brood_incl_open,est_sides_used_space,est_sides_free_space,9.23_honey_addition_sides,9.23_pollen_addition_sides,bees_num,dr_capbrd_cells_num,revised_honey_tot_sides,revised_pollen_tot_sides,wrk_capbrd_cells_num,phoretic_mites_num_estimate,dr_cells_infested_estimate,wk_cells_infested_estimate,mites_total_estimate,sides_honey_short_of_9,lbs_to_feed,gallons_to_feed_total_wrong_estimate,gals_fed_round_1,lbs_fed_round_1,sides_added_round_1,new_sides_total,sides_honey_short_of_12,lbs_per_side,lbs_to_feed_round_2,gals_to_feed_round_2
C8,44,Apiguard_Api,7,30-Sep,"Q check, HOBO sensor check, round 2 TM",,,,,,,,,,,,,,14:49,QS-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
C2,45,AEC,7,30-Sep,"Q check, HOBO sensor check, round 2 TM",,,,,,,,,,,,,,14:51,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
N51,46,AEC,7,30-Sep,"Q check, HOBO sensor check, round 2 TM",,,,,,,,,,,,,,14:53,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
C15,47,Apivar,7,30-Sep,"Q check, HOBO sensor check, round 2 TM",,,,,24,OK,,,,,,,,14:55,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D15,3,AEC,8,30-Sep,Round 2 AEC,,,,,,,,,,,,,100,16:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D16,4,AEC,8,30-Sep,Round 2 AEC,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
N5,14,AEC,8,30-Sep,Round 2 AEC,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
N68,15,AEC,8,30-Sep,Round 2 AEC,,,,,,,,,,,,,95,16:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D22,23,AEC,8,30-Sep,Round 2 AEC,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D23,24,AEC,8,30-Sep,Round 2 AEC,,,,,,,,,,,,,100,16:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D12,27,AEC,8,30-Sep,Round 2 AEC,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D33,28,AEC,8,30-Sep,Round 2 AEC,,,,,,,,,,,,,100,16:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D30,31,AEC,8,30-Sep,Round 2 AEC,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
N42,35,AEC,8,30-Sep,Round 2 AEC,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D26,36,AEC,8,30-Sep,Round 2 AEC,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
L79,40,AEC,8,30-Sep,Round 2 AEC,,,,,,,,,,,,,100,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
4,41,AEC,8,30-Sep,Round 2 AEC,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
C2,45,AEC,8,30-Sep,Round 2 AEC,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
N51,46,AEC,8,30-Sep,Round 2 AEC,,,,,,,,,,,,,100,17:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D10,1,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Black,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D20,2,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Black,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D15,3,AEC,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D16,4,AEC,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D5,5,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Black,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D6,6,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Jar,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
9,7,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Black,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D7,8,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D8,9,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
RC1,10,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Jar,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D11,11,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Black,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D25,12,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D13,13,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
N5,14,AEC,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
N68,15,AEC,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D3,16,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
2,17,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Jar,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D17,18,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D19,19,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Black,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
8,20,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
L75,21,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D21,22,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Black,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D22,23,AEC,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D23,24,AEC,9,1-Oct,Feed 1,,,,,,,,,,,Black,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
C12,25,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D24,26,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D12,27,AEC,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D33,28,AEC,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D27,29,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Black,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D28,30,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Black,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D30,31,AEC,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
C33,32,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
C6,33,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Jar,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
BC15,34,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Jar,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
N42,35,AEC,9,1-Oct,Feed 1,,,,,,,,,,,Jar,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D26,36,AEC,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
L76,37,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Black,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
62,38,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
N22,39,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Black,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
L79,40,AEC,9,1-Oct,Feed 1,,,,,,,,,,,Black,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
4,41,AEC,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
S1,42,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
17,43,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Jar,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
C8,44,Apiguard_Api,9,1-Oct,Feed 1,,,,,,,,,,,Jar,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
C2,45,AEC,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
N51,46,AEC,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
C15,47,Apivar,9,1-Oct,Feed 1,,,,,,,,,,,Yellow,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D10,1,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,18:04,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,2.525,0,NA,NA,2.525,,,,,,,0.00,,,8443.60,,,,,,,,,,,,,,,
D20,2,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,18:10,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,2.975,0,NA,NA,2.975,,,,,,,0.00,,,9948.40,,,,,,,,,,,,,,,
D15,3,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,18:20,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.4,0,NA,NA,1.4,,,,,,,0.00,,,4681.60,,,,,,,,,,,,,,,
D16,4,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,3.9,0,NA,NA,3.9,,,,,,,0.00,,,13041.60,,,,,,,,,,,,,,,
D5,5,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,18:33,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,2.4,0,NA,NA,2.4,,,,,,,0.00,,,8025.60,,,,,,,,,,,,,,,
D6,6,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,3,0,NA,NA,3,,,,,,,0.00,,,10032.00,,,,,,,,,,,,,,,
9,7,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,14:34,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,3.975,0,NA,NA,3.975,,,,,,,0.00,,,13292.40,,,,,,,,,,,,,,,
D7,8,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,2.025,0,NA,NA,2.025,,,,,,,0.00,,,6771.60,,,,,,,,,,,,,,,
D8,9,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.675,0,NA,NA,1.675,,,,,,,0.00,,,5601.20,,,,,,,,,,,,,,,
RC1,10,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,14:58,QS-B,,,,Laying well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.575,0,NA,NA,0.575,,,,,,,0.00,,,1922.80,,,,,,,,,,,,,,,
D11,11,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,15:02,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.3,0,NA,NA,1.3,,,,,,,0.00,,,4347.20,,,,,,,,,,,,,,,
D25,12,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,15:29,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,3.3,0,NA,NA,3.3,,,,,,,0.00,,,11035.20,,,,,,,,,,,,,,,
D13,13,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,15:35,QR,,,,Weak-ish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.8,0,NA,NA,0.8,,,,,,,0.00,,,2675.20,,,,,,,,,,,,,,,
N5,14,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,15:43,QS-MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,2.375,0,NA,NA,2.375,,,,,,,0.00,,,7942.00,,,,,,,,,,,,,,,
N68,15,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,15:51,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,3.275,0,NA,NA,3.275,,,,,,,0.00,,,10951.60,,,,,,,,,,,,,,,
D3,16,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,15:58,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.675,0,NA,NA,1.675,,,,,,,0.00,,,5601.20,,,,,,,,,,,,,,,
2,17,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,16:06,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.875,0,NA,NA,1.875,,,,,,,0.00,,,6270.00,,,,,,,,,,,,,,,
D17,18,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.525,0,NA,NA,1.525,,,,,,,0.00,,,5099.60,,,,,,,,,,,,,,,
D19,19,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,13:42,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.4,0,NA,NA,1.4,,,,,,,0.00,,,4681.60,,,,,,,,,,,,,,,
8,20,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.95,0,NA,NA,0.95,,,,,,,0.00,,,3176.80,,,,,,,,,,,,,,,
L75,21,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.275,0,NA,NA,1.275,,,,,,,0.00,,,4263.60,,,,,,,,,,,,,,,
D21,22,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,14:08,QR,,,,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,4.95,0.25,NA,NA,4.7,,,,,,,539.00,,,15716.80,,,,,,,,,,,,,,,
D22,23,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,14:16,QS-B ReMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.725,0,NA,NA,0.725,,,,,,,0.00,,,2424.40,,,,,,,,,,,,,,,
D23,24,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,12:59,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,NA,NA,1,,,,,,,0.00,,,3344.00,,,,,,,,,,,,,,,
C12,25,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,13:04,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.4,0,NA,NA,1.4,,,,,,,0.00,,,4681.60,,,,,,,,,,,,,,,
D24,26,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,13:10,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.45,0,NA,NA,0.45,,,,,,,0.00,,,1504.80,,,,,,,,,,,,,,,
D12,27,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,13:16,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,2.25,0,NA,NA,2.25,,,,,,,0.00,,,7524.00,,,,,,,,,,,,,,,
